startWochentag;startDatum;startKM;startOrt;endeWochentag;endeDatum;endeKM;endeOrt;ereignis;bemerkung
Tue;04.12.2018.05:50;160235;Kanalstrasse - KL;Tue;04.12.2018.06:35;160309;Bismarkstrasse 36, Saarbrücken;Fahrt;OBD2 Testfahrt iOS Programmierung
Mon;03.12.2018.18:30;160216;TimeTec - Queidersbach;Mon;03.12.2018.19:00;160235;Kanalstrasse - KL;Fahrt;OBD2 Testfahrt iOS Programmierung
Mon;03.12.2018.16:20;160154;VKB - Saarbrücken;Mon;03.12.2018.17:10;160216;TimeTec - Queidersbach;Fahrt;OBD2 Testfahrt iOS Programmierung, Steuer, Bank
Mon;03.12.2018.05:50;160077;Kanalstrasse - KL;Mon;03.12.2018.06:35;160154;VKB - Saarbrücken;Fahrt;OBD2 Testfahrt iOS Programmierung
Fri;30.11.2018.15:00;159921;VKB - Saarbrücken;Fri;30.11.2018.16:00;160000;Kanalstrasse - KL;Fahrt;OBD2 Testfahrt iOS Programmierung
Fri;30.11.2018.06:00;159857;TimeTec - Queidersbach;Fri;30.11.2018.06:45;159921;VKB - Saarbrücken;Fahrt;OBD2 Testfahrt iOS Programmierung
Thu;29.11.2018.16:07;159795;VKB - Saarbrücken;Thu;29.11.2018.17:00;159857;TimeTec - Queidersbach;Fahrt;OBD2 Testfahrt iOS Programmierung, Buchhaltung
Thu;29.11.2018.06:07;159719;Kanalstrasse - KL;Thu;29.11.2018.06:50;159795;VKB - Saarbrücken;Fahrt;OBD2 Testfahrt iOS Programmierung
Wed;28.11.2018.15:15;159583;VKB - Saarbrücken ;Wed;28.11.2018.16:00;159658;Kanalstrasse - KL;Fahrt;OBD2 Testfahrt iOS Programmierung
Wed;28.11.2018.05:55;159508;Kanalstrasse - KL;Wed;28.11.2018.06:45;159583;VKB - Saarbrücken;Fahrt;OBD2 Testfahrt iOS Programmierung
Tue;27.11.2018.19:20;159506;HEM - Kaiserslautern;Tue;27.11.2018.19:35;159508;Kanalstrasse - KL;Fahrt;
Tue;27.11.2018.19:00;159504;Kanalstrasse - KL;Tue;27.11.2018.19:05;159506;HEM - Kaiserslautern;Fahrt;HEM - Tankstelle Kaiserlautern
Tue;27.11.2018.16:00;159420;VKB - Saarbrücken;Tue;27.11.2018.16:50;159504;Kanalstrasse - KL;Fahrt;OBD2 Testfahrt iOS Programmierung, Baustellenumfahrung in SB,
Tue;27.11.2018.05:50;159344;Kanalstrasse - KL;Tue;27.11.2018.06:35;159420;VKB - Saarbrücken;Fahrt;OBD2 Testfahrt iOS Programmierung
Mon;26.11.2018.18:30;159323;TimeTec - Queidersbach;Mon;26.11.2018.18:55;159344;Kanalstrasse - KL;Fahrt;OBD2 Testfahrt iOS Programmierung
Mon;26.11.2018.15:00;159262;VKB - Saarbrücken;Mon;26.11.2018.15:50;159323;TimeTec - Queidersbach;Fahrt;Banktermin in Queidersbach, Buchhaltung, Briefe
Mon;26.11.2018.05:50;159188;Kanalstrasse - KL;Mon;26.11.2018.06:30;159262;VKB - Saarbrücken;Fahrt;OBD2 Testfahrt iOS Programmierung
Fri;23.11.2018.15:10;159024;VKB - Saarbrücken;Fri;23.11.2018.16:15;159099;Kanalstrasse - KL;Fahrt;OBD2 Testfahrt iOS Programmierung
Fri;23.11.2018.05:56;158948;Kanalstrasse - KL;Fri;23.11.2018.06:40;159024;VKB - Saarbrücken;Fahrt;OBD2 Testfahrt iOS Programmierung
Thu;22.11.2018.16:09;158873;VKB - Saarbrücken;Thu;22.11.2018.17:17;158948;Kanalstrasse - KL;Fahrt;OBD2 Testfahrt iOS Programmierung
Thu;22.11.2018.05:57;158797;Kanalstrasse 53;Thu;22.11.2018.06:43;158873;VKB - Saarbrücken;Fahrt;OBD2 Testfahrt iOS Programmierung
Wed;21.11.2018.15:00;158722;VKB - Saarbrücken;Wed;21.11.2018.16:00;158797;Kanalstrasse 53;Fahrt;OBD2 Testfahrt iOS Programmierung
Wed;21.11.2018.05:50;158648;Kanalstrasse - KL;Wed;21.11.2018.06:40;158722;VKB - Saarbrücken;Fahrt;OBD2 Testfahrt iOS Programmierung
Tue;20.11.2018.18:00;158645;JET - Kaiserslautern;Tue;20.11.2018.08:05;158648;Kanalstrasse - KL;Fahrt;OBD2 Testfahrt iOS Programmierung
Tue;20.11.2018.17:45;158627;TimeTec - Queidersbach;Tue;20.11.2018.17:55;158645;JET - Kaiserslautern;Fahrt;Tankfahrt
Tue;20.11.2018.16:00;158518;VKB - Saarbrücken;Tue;20.11.2018.16:50;158582;TimeTec - Queidersbach;Fahrt;Bank, Buchhaltung
Tue;20.11.2018.05:50;158442;Kanalstrasse - KL;Tue;20.11.2018.06:35;158518;VKB - Saarbrücken;Fahrt;OBD2 Testfahrt iOS Programmierung
Mon;19.11.2018.17:00;158427;Rittersbacher - Landstuhl;Mon;19.11.2018.17:45;158442;Kanalstrasse - KL;Fahrt;OBD2 Testfahrt iOS Programmierung
Mon;19.11.2018.15:50;158372;VKB - Saarbrücken;Mon;19.11.2018.16:55;158427;Rittersbacher - Landstuhl;Fahrt;Herr Zinselors Begutachtung Unfall vom 03.11.2018 in der Kanalstrasse
Mon;19.11.2018.05:50;158297;Kanalstrasse - KL;Mon;19.11.2018.06:35;158372;VKB - Saarbrücken;Fahrt;
Fri;16.11.2018.15:15;158126;VKB - Saarbrücken;Fri;16.11.2018.16:15;158201;Kanalstrasse - KL;Fahrt;
Fri;16.11.2018.06:05;158052;Kanalstrasse - KL;Fri;16.11.2018.06:45;158126;VKB - Saarbrücken;Fahrt;
Tue;13.11.2018.16:00;157975;VKB - Saarbrücken;Tue;13.11.2018.16:50;158052;Kanalstrasse - KL;Fahrt;
Tue;13.11.2018.06:00;157900;Kanalstrasse - KL;Tue;13.11.2018.06:50;157975;VKB - Saarbrücken;Fahrt;
Mon;12.11.2018.16:20;157825;VKB - Saarbrücken;Mon;12.11.2018.18:15;157900;Kanalstrasse - KL;Fahrt;
Mon;12.11.2018.05:50;157749;Kanalstrasse - KL;Mon;12.11.2018.06:35;157825;VKB - Saarbrücken;Fahrt;
Fri;09.11.2018.15:00;157624;VKB - Saarbrücken;Fri;09.11.2018.16:00;157700;Kanalstrasse - KL;Fahrt;
Fri;09.11.2018.05:55;157549;Kanalstrasse - KL;Fri;09.11.2018.06:35;157624;VKB - Saarbrücken;Fahrt;
Thu;08.11.2018.19:15;157475;VKB - Saarbrücken;Thu;08.11.2018.20:00;157549;Kanalstrasse - KL;Fahrt;
Thu;08.11.2018.05:55;157400;Kanalstrasse - KL;Thu;08.11.2018.06:35;157475;VKB - Saarbrücken;Fahrt;
Wed;07.11.2018.16:30;157325;VKB - Saarbrücken;Wed;07.11.2018.18:00;157400;Kanalstrasse - KL;Fahrt;
Wed;07.11.2018.05:50;157251;Kanalstrasse - KL;Wed;07.11.2018.06:45;157325;VKB - Saarbrücken;Fahrt;
Tue;06.11.2018.16:20;157175;VKB - Saarbrücken;Tue;06.11.2018.18:00;157251;Kanalstrasse - KL;Fahrt;
Tue;06.11.2018.05:50;157100;Kanalstrasse - KL;Tue;06.11.2018.06:35;157175;VKB - Saarbrücken;Fahrt;
Mon;05.11.2018.16:30;157024;VKB - Saarbrücken;Mon;05.11.2018.17:45;157100;Kanalstrasse - KL;Fahrt;
Mon;05.11.2018.05:53;156949;Kanalstrasse - KL;Mon;05.11.2018.06:35;157024;VKB - Saarbrücken;Fahrt;OBD2 Testfahrt iOS Programmierung
Wed;31.10.2018.16:30;156757;VKB - Saarbrücken;Wed;31.10.2018.17:45;156834;Kanalstrasse - KL;Fahrt;
Wed;31.10.2018.05:50;156682;Kanalstrasse - KL;Wed;31.10.2018.06:45;156757;VKB - Saarbrücken;Fahrt;
Tue;30.10.2018.16:20;156606;VKB - Saarbrücken;Tue;30.10.2018.17:20;156682;Kanalstrasse - KL;Fahrt;
Tue;30.10.2018.05:50;156530;Kanalstrasse - KL;Tue;30.10.2018.06:30;156606;VKB - Saarbrücken;Fahrt;
Mon;29.10.2018.16:00;156513;Steuer - Koper;Mon;29.10.2018.17:00;156530;Kanalstrasse - KL;Fahrt;
Mon;29.10.2018.13:50;156455;VKB - Saarbrücken;Mon;29.10.2018.14:45;156513;Steuer - Koper;Fahrt;Steuerberater Koper in Landstuhl
Mon;29.10.2018.05:55;156379;Kanalstrasse - KL;Mon;29.10.2018.06:35;156455;VKB - Saarbrücken;Fahrt;
Fri;26.10.2018.14:45;156231;VKB - Saarbrücken ;Fri;26.10.2018.16:00;156305;Kanalstrasse - KL;Fahrt;
Fri;26.10.2018.05:50;156156;Kanalstrasse - KL;Fri;26.10.2018.06:35;156231;VKB - Saarbrücken ;Fahrt;
Thu;25.10.2018.16:45;156081;VKB - Saarbrücken;Thu;25.10.2018.18:30;156156;Kanalstrasse - KL;Fahrt;OBD2 Testfahrt iOS Programmierung
Thu;25.10.2018.05:50;156005;Kanalstrasse - KL;Thu;25.10.2018.06:35;156081;VKB - Saarbrücken;Fahrt;OBD2 Testfahrt iOS Programmierung
Wed;24.10.2018.16:15;155930;VKB - Saarbrücken;Wed;24.10.2018.17:30;156005;Kanalstrasse - KL;Fahrt;OBD2 Testfahrt iOS Programmierung
Wed;24.10.2018.05:50;155856;Kanalstrasse - KL;Wed;24.10.2018.06:30;155930;VKB - Saarbrücken;Fahrt;
Fri;19.10.2018.16:00;155707;VKB - Saarbrücken;Fri;19.10.2018.17:00;155781;Kanalstrasse - KL;Fahrt;
Fri;19.10.2018.05:55;155634;Kanalstrasse - KL;Fri;19.10.2018.06:40;155707;VKB - Saarbrücken;Fahrt;
Thu;18.10.2018.17:00;155559;VKB - Saarbrücken ;Thu;18.10.2018.18:30;155634;Kanalstrasse - KL;Fahrt;
Thu;18.10.2018.06:50;155485;Kanalstrasse 53;Thu;18.10.2018.06:35;155559;VKB - Saarbrücken ;Fahrt;
Wed;17.10.2018.16:30;155410;VKB - Saarbrücken;Wed;17.10.2018.17:30;155485;Kanalstrasse 53;Fahrt;
Wed;17.10.2018.05:55;155335;Kanalstrasse - KL;Wed;17.10.2018.06:35;155410;VKB - Saarbrücken;Fahrt;
Tue;16.10.2018.16:15;155259;VKB - Saarbrücken ;Tue;16.10.2018.17:15;155335;Kanalstrasse - KL;Fahrt;Fahrt über TimeTec Buchhaltung, Post, Kotoauszuüge
Tue;16.10.2018.05:53;155184;Kanalstrasse - KL;Tue;16.10.2018.06:40;155259;VKB - Saarbrücken ;Fahrt;
Mon;15.10.2018.15:50;155110;VKB - Saarbrücken ;Mon;15.10.2018.17:00;155184;Kanalstrasse - KL;Fahrt;
Mon;15.10.2018.05:50;155035;Kanalstrasse - KL;Mon;15.10.2018.06:40;155110;VKB - Saarbrücken;Fahrt;
Fri;12.10.2018.15:30;154889;VKB - Saarbrücken;Fri;12.10.2018.16:30;154965;Kanalstrasse - KL;Fahrt;
Fri;12.10.2018.05:50;154815;Kanalstrasse - KL;Fri;12.10.2018.06:40;154889;VKB - Saarbrücken;Fahrt;
Thu;11.10.2018.18:00;154741;VKB - Saarbrücken;Thu;11.10.2018.18:45;154815;Kanalstrasse - KL;Fahrt;
Thu;11.10.2018.05:50;154666;Kanalstrasse - KL;Thu;11.10.2018.06:40;154741;VKB - Saarbrücken;Fahrt;
Wed;10.10.2018.16:30;154590;VKB - Saarbrücken;Wed;10.10.2018.17:30;154666;Kanalstrasse - KL;Fahrt;
Wed;10.10.2018.05:50;154515;Kanalstrasse - KL;Wed;10.10.2018.06:30;154590;VKB - Saarbrücken;Fahrt;
Tue;09.10.2018.17:00;154440;VKB - Saarbrücken;Tue;09.10.2018.18:10;154515;Kanalstrasse - KL;Fahrt;
Tue;09.10.2018.05:50;154364;Kanalstrasse - KL;Tue;09.10.2018.06:30;154440;VKB - Saarbrücken;Fahrt;
Mon;08.10.2018.16:30;154288;VKB - Saarbrücken ;Mon;08.10.2018.17:45;154364;Kanalstrasse - KL;Fahrt;
Mon;08.10.2018.05:50;154214;Kanalstrasse - KL;Mon;08.10.2018.06:40;154288;VKB - Saarbrücken ;Fahrt;
Fri;05.10.2018.15:30;154042;VKB - Saarbrücken ;Fri;05.10.2018.16:15;154120;Kanalstrasse - 53;Fahrt;
Fri;05.10.2018.05:55;153966;Kanalstrasse - 53;Fri;05.10.2018.06:30;154042;VKB - Saarbrücken ;Fahrt;
Thu;04.10.2018.16:30;153891;VKB - Saarbrücken ;Thu;04.10.2018.17:15;153966;Kanalstrasse - 53;Fahrt;
Thu;04.10.2018.05:50;153816;Kanalstrasse - 53;Thu;04.10.2018.06:30;153891;VKB - Saarbrücken ;Fahrt;
Wed;03.10.2018.16:15;153742;VKB - Saarbrücken ;Wed;03.10.2018.17:30;153816;Kanalstrasse - KL;Fahrt;
Wed;03.10.2018.05:55;153666;Kanalstrasse - KL;Wed;03.10.2018.06:30;153742;VKB - Saarbrücken ;Fahrt;Projektbesprechung - weitere Fahren nach München 
Tue;02.10.2018.16:00;153590;VKB - Saarbrücken;Tue;02.10.2018.17:15;153666;Kanalstrasse - KL;Fahrt;
Tue;02.10.2018.05:50;153513;Kanalstrasse - KL;Tue;02.10.2018.06:30;153590;VKB - Saarbrücken;Fahrt;
Mon;01.10.2018.16:15;153438;VKB - Saarbrücken;Mon;01.10.2018.17:15;153513;Kanalstrasse - KL;Fahrt;
Mon;01.10.2018.05:50;153362;Kanalstrasse - KL;Mon;01.10.2018.06:35;153438;VKB - Saarbrücken;Fahrt;
Fri;28.09.2018.16:30;153287;VKB - Saarbrücken ;Fri;28.09.2018.17:45;153362;Kanalstrasse - KL;Fahrt;Ueber TimeTec, Steuer, Post
Fri;28.09.2018.05:55;153214;Kanalstrasse - KL;Fri;28.09.2018.06:45;153287;VKB - Saarbrücken ;Fahrt;
Thu;27.09.2018.16:15;153141;VKB - Saarbrücken ;Thu;27.09.2018.17:35;153214;Kanalstrasse - KL;Fahrt;
Thu;27.09.2018.05:50;153065;Kanalstrasse - KL;Thu;27.09.2018.06:40;153141;VKB - Saarbrücken ;Fahrt;
Wed;26.09.2018.16:15;152991;VKB - Saarbrücken ;Wed;26.09.2018.19:01;153065;Kanalstrasse - KL;Fahrt;
Wed;26.09.2018.05:55;152915;Kanalstrasse - KL;Wed;26.09.2018.06:35;152991;VKB - Saarbrücken ;Fahrt;
Tue;25.09.2018.16:15;152838;VKB - Saarbrücken;Tue;25.09.2018.17:00;152915;Kanalstrasse - KL;Fahrt;
Tue;25.09.2018.05:50;152764;Kanalstrasse - KL;Tue;25.09.2018.06:30;152838;VKB - Saarbrücken;Fahrt;
Mon;24.09.2018.17:00;152691;VKB - Saarbrücken;Mon;24.09.2018.18:20;152764;Kanalstrasse - KL;Fahrt;Fahrt über Firma TimeTec - Post, Steuerunterlagen
Mon;24.09.2018.05:50;152619;Kanalstrasse - KL;Mon;24.09.2018.06:40;152691;VKB - Saarbrücken;Fahrt;
Fri;21.09.2018.18:30;152264;VKB - Saarbrücken ;Fri;21.09.2018.20:00;152337;Kanalstrasse - KL;Fahrt;Fahrt über TimeTec -  Post, Steuerunterlagen, Buchhaltung
Fri;21.09.2018.05:54;152192;Kanalstrasse - KL;Fri;21.09.2018.06:45;152264;VKB - Saarbrücken ;Fahrt;
Thu;20.09.2018.16:00;152000;VKB - Saarbrücken;Thu;20.09.2018.16:59;152077;Kanalstrasse - KL;Fahrt;
Thu;20.09.2018.05:55;151924;Kanalstrasse - KL ;Thu;20.09.2018.06:35;152000;VKB - Saarbrücken;Fahrt;
Wed;19.09.2018.16:00;151847;VKB - Saarbrücken;Wed;19.09.2018.18:00;151924;Kanalstrasse - KL ;Fahrt;Über TimeTec - Post, Steuerunterlagen
Wed;19.09.2018.05:50;151772;Kanalstrasse - KL;Wed;19.09.2018.06:40;151847;VKB - Saarbrücken;Fahrt;
Tue;18.09.2018.17:30;151696;VKB - Saarbrücken ;Tue;18.09.2018.18:30;151772;Kanalstrasse - KL;Fahrt;Fahrt über die Tankstelle HEM - Kaiserslautern
Tue;18.09.2018.05:50;151620;Kanalstrasse - KL;Tue;18.09.2018.06:40;151696;VKB - Saarbrücken ;Fahrt;
Mon;17.09.2018.15:30;151544;VKB - Saarbrücken ;Mon;17.09.2018.19:25;151620;Kanalstrasse - KL;Fahrt;
Mon;17.09.2018.05:45;151470;Kanalstrasse - KL;Mon;17.09.2018.06:30;151544;VKB - Saarbrücken ;Fahrt;
Fri;14.09.2018.12:30;151184;VKB - Saarbrücken ;Fri;14.09.2018.15:30;151269;Kanalstrasse - KL;Fahrt;Fahrt ging über Firma TimeTec - Buchhaltungsunterlagen
Fri;14.09.2018.05:50;151109;Kanalstraße - KL;Fri;14.09.2018.06:40;151184;VKB - Saarbrücken ;Fahrt;
Thu;13.09.2018.16:30;151027;VKB - Saarbrücken;Thu;13.09.2018.20:45;151109;Kanalstraße - KL;Fahrt;über TimeTec in Queidersbach 
Thu;13.09.2018.05:50;150952;Kanalstrasse - KL;Thu;13.09.2018.06:30;151027;VKB - Saarbrücken;Fahrt;
Wed;12.09.2018.16:15;150868;VKB - Saarbrücken;Wed;12.09.2018.21:15;150952;Kanalstrasse - KL;Fahrt;Weg ging über die Firma TimeTec - Buchhaltungsunterlagen - Überweisungen erstellen
Wed;12.09.2018.05:50;150795;Kanalstrasse - KL;Wed;12.09.2018.06:35;150868;VKB - Saarbrücken;Fahrt;
Tue;11.09.2018.16:30;150721;VKB - Saarbrücken;Tue;11.09.2018.17:15;150795;Kanalstrasse - KL;Fahrt;
Tue;11.09.2018.05:50;150647;Kanalstrasse - KL;Tue;11.09.2018.06:40;150721;VKB - Saarbrücken;Fahrt;
Fri;07.09.2018.15:10;150490;VKB - Saarbrücken;Fri;07.09.2018.16:00;150563;Kanalstrasse - KL;Fahrt;
Fri;07.09.2018.05:50;150414;Kanalstrasse - KL;Fri;07.09.2018.06:40;150490;VKB - Saarbrücken;Fahrt;
Thu;06.09.2018.16:15;150339;VKB - Saarbrücken;Thu;06.09.2018.17:10;150414;Kanalstrasse - KL;Fahrt;
Thu;06.09.2018.05:50;150264;Kanalstrasse - KL;Thu;06.09.2018.06:45;150339;VKB - Saarbrücken;Fahrt;
Wed;05.09.2018.16:30;150190;VKB - Saarbrücken;Wed;05.09.2018.17:20;150264;Kanalstrasse - KL;Fahrt;
Wed;05.09.2018.05:50;150115;Kanalstrasse - KL;Wed;05.09.2018.06:40;150190;VKB - Saarbrücken;Fahrt;
Tue;04.09.2018.16:30;150039;VKB - Saarbrücken;Tue;04.09.2018.17:30;150115;Kanalstrasse - KL;Fahrt;
Tue;04.09.2018.05:45;149963;Kanalstrasse - KL;Tue;04.09.2018.06:45;150039;VKB - Saarbrücken;Fahrt;
Mon;03.09.2018.16:45;149887;VKB - Saarbrücken;Mon;03.09.2018.17:45;149963;Kanalstrasse - KL;Fahrt;
Mon;03.09.2018.05:45;149810;Kanalstrasse - KL;Mon;03.09.2018.06:45;149887;VKB - Saarbrücken;Fahrt;
Fri;17.08.2018.15:30;148375;VKB - Saarbrücken;Fri;17.08.2018.16:30;148442;TimeTec - Queidersbach;Fahrt;
Fri;17.08.2018.05:45;148309;TimeTec - Queidersbach;Fri;17.08.2018.06:45;148375;VKB - Saarbrücken;Fahrt;
Thu;16.08.2018.17:15;148242;VKB - Saarbrücken;Thu;16.08.2018.18:00;148309;TimeTec - Queidersbach;Fahrt;
Thu;16.08.2018.05:45;148176;TimeTec - Queidersbach;Thu;16.08.2018.06:30;148242;VKB - Saarbrücken;Fahrt;
Wed;15.08.2018.15:00;147674;Primas - Wolfsburg;Wed;15.08.2018.20:00;148176;TimeTec - Queidersbach;Fahrt;
Wed;15.08.2018.12:00;147669;BZN - Wolfsburg;Wed;15.08.2018.12:15;147674;Primas - Wolfsburg;Fahrt;
Wed;15.08.2018.10:00;147663;Primas - Wolfsburg;Wed;15.08.2018.10:15;147669;BZN - Wolfsburg;Fahrt;
Tue;14.08.2018.16:00;147657;BZN - Wolfsburg;Tue;14.08.2018.16:20;147663;Primas - Wolfsburg;Fahrt;
Tue;14.08.2018.11:15;147652;Primas - Wolfsburg;Tue;14.08.2018.11:45;147657;BZN - Wolfsburg;Fahrt;
Mon;13.08.2018.14:00;147646;BZN - Wolfsburg;Mon;13.08.2018.14:20;147652;Primas - Wolfsburg;Fahrt;
Mon;13.08.2018.08:15;147642;Primas - Wolfsburg;Mon;13.08.2018.08:30;147646;BZN - Wolfsburg;Fahrt;
Sun;12.08.2018.16:00;147176;TimeTec - Queidersbach;Sun;12.08.2018.19:45;147642;Primas - Wolfsburg;Fahrt;Mehrere Umleitungen in den Kassler Bergen, dadurch direkteren Fahrweg nach Wolfsburg
Fri;10.08.2018.16:45;147080;VKB - Saarbrücken;Fri;10.08.2018.17:30;147146;TimeTec - Queidersbach;Fahrt;
Fri;10.08.2018.06:00;147013;TimeTec - Queidersbach;Fri;10.08.2018.06:45;147080;VKB - Saarbrücken;Fahrt;
Thu;09.08.2018.16:30;146948;VKB - Saarbrücken;Thu;09.08.2018.17:45;147013;TimeTec - Queidersbach;Fahrt;
Thu;09.08.2018.05:45;146884;TimeTec - Queidersbach;Thu;09.08.2018.06:45;146948;VKB - Saarbrücken;Fahrt;
Wed;08.08.2018.15:00;146390;Primas - Wolfsburg;Wed;08.08.2018.20:15;146884;TimeTec - Queidersbach;Fahrt;
Wed;08.08.2018.12:00;146386;BZN - Wolfsburg;Wed;08.08.2018.12:15;146390;Primas - Wolfsburg;Fahrt;
Wed;08.08.2018.10:00;146382;Primas - Wolfsburg;Wed;08.08.2018.10:15;146386;BZN - Wolfsburg;Fahrt;
Tue;07.08.2018.14:00;146378;BZN - Wolfsburg;Tue;07.08.2018.20:30;146382;Primas - Wolfsburg;Fahrt;
Tue;07.08.2018.09:00;146375;Primas - Wolfsburg;Tue;07.08.2018.09:15;146378;BZN - Wolfsburg;Fahrt;
Mon;06.08.2018.14:30;146370;BZN - Wolfsburg;Mon;06.08.2018.14:45;146375;Primas - Wolfsburg;Fahrt;
Mon;06.08.2018.11:45;146366;Primas - Wolfsburg;Mon;06.08.2018.12:00;146370;BZN - Wolfsburg;Fahrt;
Sun;05.08.2018.18:00;145864;TimeTec - Queidersbach;Sun;05.08.2018.22:15;146366;Primas - Wolfsburg;Fahrt;
Fri;03.08.2018.16:30;145798;VKB - Saarbrücken;Fri;03.08.2018.17:45;145864;TimeTec - Queidersbach;Fahrt;
Fri;03.08.2018.06:00;145733;TimeTec;Fri;03.08.2018.06:45;145798;VKB - Saarbrücken;Fahrt;
Thu;02.08.2018.19:00;145665;VKB - Saarbrücken;Thu;02.08.2018.19:50;145733;TimeTec;Fahrt;
Thu;02.08.2018.06:00;145600;TimeTec;Thu;02.08.2018.06:45;145665;VKB - Saarbrücken;Fahrt;
Mon;30.07.2018.16:00;144865;Leonardo Hotel Muenchen;Mon;30.07.2018.10:53;145298;TimeTec;Fahrt;
Sun;29.07.2018.14:45;144433;TimeTec;Sun;29.07.2018.19:00;144865;Leonardo Hotel Muenchen;Fahrt;VKB - Muenchen - Herrn Albert Harz
Fri;27.07.2018.16:00;144368;VKB - Saarbrücken;Fri;27.07.2018.16:50;144433;TimeTec;Fahrt;
Fri;27.07.2018.06:00;144303;TimeTec;Fri;27.07.2018.07:00;144368;VKB - Saarbrücken;Fahrt;
Thu;26.07.2018.16:30;144240;VKB - Saarbrücken;Thu;26.07.2018.17:30;144303;TimeTec;Fahrt;
Thu;26.07.2018.06:00;144175;TimeTec;Thu;26.07.2018.06:45;144240;VKB - Saarbrücken;Fahrt;
Sat;21.07.2018.23:50;144031;JET - Kaiserslautern;Sat;21.07.2018.00:15;144050;TimeTec;Fahrt;
Sat;21.07.2018.23:15;144012;TimeTec;Sat;21.07.2018.23:30;144031;JET - Kaiserslautern;Fahrt;
Fri;20.07.2018.15:30;143827;VKB - Saarbrücken;Fri;20.07.2018.17:00;143892;TimeTec;Fahrt;Stau - Brueckenbaustelle bei Homburg
Fri;20.07.2018.06:00;143760;TimeTec;Fri;20.07.2018.06:45;143827;VKB - Saarbrücken;Fahrt;
Thu;19.07.2018.16:30;143695;VKB - Saarbrücken;Thu;19.07.2018.18:00;143760;TimeTec;Fahrt;Stau - Brueckenbaustelle bei Homburg
Thu;19.07.2018.06:00;143630;TimeTec;Thu;19.07.2018.07:00;143695;VKB - Saarbrücken;Fahrt;
Tue;17.07.2018.14:00;143136;Primas - WOB;Tue;17.07.2018.19:15;143630;TimeTec;Fahrt;
Mon;16.07.2018.19:30;143134;ESSO - Pirali - WOB;Mon;16.07.2018.19:40;143136;Primas - WOB;Fahrt;
Mon;16.07.2018.19:15;143133;Primas - WOB;Mon;16.07.2018.19:20;143134;ESSO - Pirali - WOB;Fahrt;
Mon;16.07.2018.12:00;143128;BZN - Wolfsburg;Mon;16.07.2018.12:20;143133;Primas - WOB;Fahrt;
Mon;16.07.2018.09:00;143124;Primas - WOB;Mon;16.07.2018.09:15;143128;BZN - Wolfsburg;Fahrt;
Sun;15.07.2018.15:15;142630;TimeTec;Sun;15.07.2018.19:45;143124;Primas - WOB;Fahrt;
Sat;14.07.2018.16:30;142613;JET - Kaiserslautern;Sat;14.07.2018.17:00;142630;TimeTec;Fahrt;
Sat;14.07.2018.16:00;142595;TimeTec;Sat;14.07.2018.16:15;142613;JET - Kaiserslautern;Fahrt;
Fri;13.07.2018.16:30;142530;VKB - Saarbrücken;Fri;13.07.2018.17:30;142595;TimeTec;Fahrt;
Fri;13.07.2018.05:50;142463;TimeTec;Fri;13.07.2018.06:45;142530;VKB - Saarbrücken;Fahrt;
Thu;12.07.2018.15:45;142396;VKB - Saarbrücken ;Thu;12.07.2018.16:30;142463;TimeTec;Fahrt;
Thu;12.07.2018.06:00;142328;TimeTec;Thu;12.07.2018.06:50;142396;VKB - Saarbrücken ;Fahrt;
Sat;07.07.2018.11:30;142280;Total Station - KL;Sat;07.07.2018.12:00;142300;TimeTec;Fahrt;
Sat;07.07.2018.11:00;142262;TimeTec;Sat;07.07.2018.11:20;142280;Total Station - KL;Fahrt;
Fri;06.07.2018.15:30;142192;VKB - Saarbrücken;Fri;06.07.2018.16:20;142262;TimeTec;Fahrt;
Fri;06.07.2018.06:00;142124;TimeTec;Fri;06.07.2018.07:00;142192;VKB - Saarbrücken;Fahrt;
Thu;05.07.2018.16:15;142058;VKB - Saarbrücken;Thu;05.07.2018.17:15;142124;TimeTec;Fahrt;
Thu;05.07.2018.06:00;141993;TimeTec;Thu;05.07.2018.06:45;142058;VKB - Saarbrücken;Fahrt;
Tue;03.07.2018.15:30;141494;Primas - WOB;Tue;03.07.2018.20:00;141993;TimeTec;Fahrt;
Tue;03.07.2018.14:00;141489;BZN - Wolfsburg;Tue;03.07.2018.14:15;141494;Primas - WOB;Fahrt;
Tue;03.07.2018.12:45;141485;Primas - WOB;Tue;03.07.2018.13:00;141489;BZN - Wolfsburg;Fahrt;
Tue;03.07.2018.09:45;141479;BZN - Wolfsburg;Tue;03.07.2018.10:00;141485;Primas - WOB;Fahrt;
Tue;03.07.2018.08:25;141475;Primas - WOB;Tue;03.07.2018.08:45;141479;BZN - Wolfsburg;Fahrt;
Mon;02.07.2018.18:50;141473;ESSO - Pirali;Mon;02.07.2018.19:00;141475;Primas - WOB;Fahrt;
Mon;02.07.2018.18:30;141471;Primas - WOB;Mon;02.07.2018.18:35;141473;ESSO - Pirali;Fahrt;
Sun;01.07.2018.15:30;140969;TimeTec;Sun;01.07.2018.20:15;141471;Primas - WOB;Fahrt;
Sat;30.06.2018.13:15;140950;ELAN Tankpunkt - KL;Sat;30.06.2018.14:00;140969;TimeTec;Fahrt;
Sat;30.06.2018.12:30;140932;TimeTec;Sat;30.06.2018.12:50;140950;ELAN Tankpunkt - KL;Fahrt;
